商户id,商户类型,2014年增长率,2013年增长率,2012年增长率
E4DE53FC70253E179B54C452AE19C867,加油类,-0.136463014,0.065220875,2.693022014
DB25AD03DAEEB9B6B7090DACB79906BE,加油类,-0.074256648,0.189404109,0.736354827
09F075587B07F60C75253894ED251105,加油类,-0.122121653,0.063391362,1.03437627
E581F0ECEF9177FA419DEB8C6931644A,加油类,-0.430396763,-0.087220227,3.620501128
20022AD42ADEACDF5B097F13D40A03AD,加油类,-0.473322731,0.219940986,3.103153562
98614DE34A30140B2344BACC1404FEA0,加油类,0.022472824,0.476815633,0.742139726
8082FEFCC1B60795D683CB775023DAC7,加油类,0.02677439,0.150359688,1.265355164
7E7923B7D1C71660A089918B66C6CB7E,加油类,0.225735635,0.399102494,0.520343113
667288241A32C9C3E8B6F3B788CD6A62,加油类,15.02708733,-0.929894882,0.660107978
F853EF7C9215436FE1B6102DCAFB5F9A,加油类,31.32067993,-0.964023435,0.83798617
41CF41DAF687D5540C589985432D9395,加油类,1569.464547,-0.999743823,0.370810762
F4165C9659DD057DDA7A86E9D4D90491,加油类,.,-1,0.373635605
2A119F13841830685D21A7C67A272FFA,加油类,0.12681989,7.361738634,.
7AD7EAE07587E1B16B51E8C610408673,加油类,0.099451058,4.136233419,.
97C963D49D2A54406494D1EE852CB1E0,加油类,0.371256093,.,.
194570C5AEFF08B7AD267DEEF93BED0A,加油类,11.71271639,.,.
F7B7C4246E458EFF0E069B73DF4245E2,加油类,0.294856137,9.475139665,.
52EA19D037D705987321DD036DA65BEC,加油类,-0.050384085,5.925983858,.
38946B96C9B4434D08BFB70DF390EB70,加油类,0.032672542,10.66545718,.
D8B248718A66BB0DF4BD9FBB7CD95B3F,加油类,1.031957703,10.6506058,.
C03DBC96DDF8F016A796F1E262BFAADA,加油类,0.027634807,12.36638711,.
E5ED500D78D586CE649DB8ECDDAA4638,加油类,0.288779942,9.223027431,.
FED3C2FD009E8A63DCD8E8DBD262FFA0,加油类,0.472893338,12.35624702,.
797A0B8FC8D2F7A370A94E39B9C48875,加油类,0.158816916,.,.
4C447CB85D1BF3C8C437EA762F7F8800,加油类,2.504068614,.,.
9C94BC8FF3140F73C678FDE76E3501BD,加油类,2.427739029,.,.
D0BFD573C5DC77F07546CAF9F0F31DC4,加油类,1.914581805,.,.
BEAAD5EF6D039723B1EB2FD7E7C62672,加油类,0.320841418,.,.
1FB2FD16F291A604D50EB3BEA50EF634,加油类,22.89697158,.,.
F8E19C869AB8A55969529185E0996D74,加油类,0.020804665,.,.
C604CE81E7CEB95D0C88B7CE467AB06E,加油类,109.6325,.,.
C4CAB41296DFDBF2576DC59418F9D013,加油类,0.810740407,.,.
EB78DA5F03FF8303794B392FBFBD4E9F,加油类,1.255520177,.,.
207751C1E716D0607B977EB21BD8FB9E,加油类,1.183141819,.,.
917715E3D02D2E155F6145A257BB0B86,加油类,5.467725467,.,.
D12C9CF88E2E5C8F2F8B86535685A4DA,加油类,3.781150844,.,.
33492B74579BCB9383764D1881249C47,加油类,2.213352743,.,.
A47E993D83C1E6531C2DE4CBD028CA8E,加油类,3.0958496,.,.
9F85234D624CD342CD9B625C669E16F3,加油类,4.383561049,.,.
192B38D2DCDA7052D829552A66D3B5A3,加油类,.,.,.
05485AB5B7CA60A4CA7F425CB11E5CD1,加油类,.,.,.
632C3E363B26BA7FAB4D48F4386F0766,加油类,.,.,.
9F1DEAF078BB92C9339AF514F49FEE4A,日用百货类,0.078017901,0.139477868,0.028125284
ED46E47D46DE1A7CF5D0D358B7853FCE,日用百货类,-0.121175934,0.374895555,0.008985137
C6DCF7C69242360992A0CB5773DDDD72,日用百货类,0.027538335,0.066237239,0.563692285
DD97B03BC9F15B3A3537AA370414D507,日用百货类,0.199672006,0.456967967,78.96750406
4996F54FC8DEB50185441EEABC9FB05B,日用百货类,0.838800616,3.028588311,58.17978845
2675C22640B26936F26EF94A408A3F24,日用百货类,77.20585399,.,.
1E1644B5B481EB2186D30F48C2529CC6,日用百货类,0.200208672,.,.
6555B1310D222515BBBA95FA92E92D7A,日用百货类,0.911331287,.,.
7EEB034B3299226E3CBDC88921C92BF3,日用百货类,.,.,.
BAD629976A56C222E6C4E344F4DD473B,日用百货类,-0.168544247,6.741358873,0.921670746
6C6BEA4B3F7F73B12311E6F57C9CE008,日用百货类,0.622871227,0.415860372,0.175724993
64066D258033A7FA8E4CC20885523DFE,日用百货类,9.686764323,-0.567260639,0.429957879
03D18C748A80443954533937E9DE94AA,日用百货类,0.137643705,0.183776082,0.759014737
2D0F0CF7D3B53ACB3B5ADBDA44DB5694,日用百货类,0.026718966,0.118515602,.
90C9DFB1876270632B24B0B5C67B619A,日用百货类,-0.074700133,13.33067205,.
7B859049E46CC5247F6DFBA0F167A230,日用百货类,0.872169812,.,.
2EB374CE0228C88F83A3D4DA6C44145D,日用百货类,.,.,.
7DEDC7FD71F348A4FABC71C454E2CDFE,日用百货类,0.286999171,0.465547196,1.070564625
D1D30C5A8F91632A854967A29742C9D4,日用百货类,0.0249506,0.017995966,-0.129742434
1B54EC6933B48999A622DCC77270EC07,日用百货类,0.27189566,0.778837493,0.193994989
363438AE8558917C7175162597EC9140,日用百货类,-0.248526932,-0.08227013,0.451543495
699B09AC97AF0BCA74D11AF96DE3C647,日用百货类,-0.008815203,-0.049027975,1.032397872
B68CF67CC02C34A34088FA9BD3AEDFC6,日用百货类,.,.,.
C26BC23F1E624E84A820C3E821F5FE0B,日用百货类,.,.,.
07EF689F7F913D74AA12974EBB0010AB,日用百货类,-0.356729893,-0.232716954,-0.124480249
81D76A2D55598978B166239D4C1CB85D,日用百货类,-0.037516299,-0.220743545,-0.174369228
10C2C401F60510DEAF86495A6E82A968,日用百货类,0.363005385,1.019617505,-0.121086522
901E282B1622BD2A207988E48CB07BD1,日用百货类,0.065279509,0.110722288,0.210979023
B4B3919E47EC8F4904380913C2ED7693,日用百货类,3.316804992,0.807101693,8.011935484
2C0A71753E3DBDF3CF5CD021C309ADD2,日用百货类,-0.186207681,-0.25961412,-0.14302955
1913485A7E9240F783B9DEAB147E6E2F,日用百货类,-0.15104223,-0.391359968,-0.108884292
DC8E7A29B7F2F65F5FD55C8B069082A6,日用百货类,-0.113311634,-0.286431828,0.003749194
6F81CD5C95F04C536F68F58DE1CD9A8B,日用百货类,0.458881488,-0.279809958,0.761822203
F16E2AC33F969AE09B9DEAA54375F65F,日用百货类,0.041445304,0.109657988,0.965440315
FCACD0196A9246F303A32EF21ACD015B,日用百货类,0.028900719,0.043725218,1.193758198
2C438622B10BD007C606870ED1FDB9B7,日用百货类,-0.005988579,-0.239162257,0.049136322
76262C4FABA4A023F0004A68330C30DF,日用百货类,-0.053454986,-0.044268713,-0.04633478
F70F2541A449561ECA51AB248A43B5CC,日用百货类,0.103893361,-0.134383945,0.130973758
0BC42C4A4DE2C1F88A94835F45EA9A5E,日用百货类,0.711654766,-0.249256507,-0.034048649
949A0EF00BBB7D48A8B86294E3ACD5BB,日用百货类,-0.119022805,0.114011064,0.384023374
AD25F7BCE61AD81B7A656B2714A667C1,日用百货类,0.008906975,0.360482621,-0.272324228
27AF99FEAC5C3BEBCB837746EBCBC660,日用百货类,0.059981362,0.136132715,0.174736703
C0AAC7AA60C3AE37A54C9540C5DDA99B,日用百货类,-0.306845733,0.111300423,0.616521413
6BA9FACC534700FE50CB61CCACE36843,日用百货类,0.100806688,0.562352922,1.568889038
40D48FCFED0BA653D8158D24EF869EB0,日用百货类,0.000367861,-0.05204271,1.563549408
02F0F41CC4E7A44615E0B9CD25A610B2,日用百货类,0.167734804,0.203630412,1.01949103
574E2267566532C8F8EA526C343AE862,日用百货类,0.14621564,0.134829552,1.864989923
0EC722AC07ECD485504E5C7837E91726,日用百货类,0.099172859,0.008044258,1.82833468
69C144901C8625D8A2DD3757445F3978,日用百货类,0.079035306,0.209045704,1.306672194
178A8037790B05E3242CF5AD92C2BA79,日用百货类,-0.26342614,0.265009025,1.174594787
EB8440A886A7D609F7A7FB8B4B716694,日用百货类,0.327708064,0.645537859,3.710898814
5CD1B9230790294D77857766F755BB6D,日用百货类,0.206331112,0.427203315,4.046094893
2623A3725B623D68E76D0BC45B4BDE80,日用百货类,0.08488837,0.469917019,5.401604413
4E06B62FDB4E3EFC43B34D66898703CC,日用百货类,-0.026600365,0.138516114,95.33473439
97D34D62CFC02356E1E148CA7CBD8283,日用百货类,0.068667843,0.72565415,2081.808124
798055A181F28B577F3F05932A2E591A,日用百货类,0.210351687,0.333731651,.
5D4EC1D01183CDA14ADA45435A9DB2F7,日用百货类,0.33822351,3.103120387,.
60199F57964CEBA94B480EB99D02C5F2,日用百货类,0.170644549,0.688731602,.
548C0615D8A3016B9731EA84ADF9DECB,日用百货类,0.119851286,0.89057261,.
9D807B247BADEE65F09B2C674C36CCC3,日用百货类,0.090464702,3.944081508,.
6EB79B3A052CF126A95C8A506E6210C8,日用百货类,0.40567109,7.990010692,.
594A21B8A12FFD5EABF542DE85379776,日用百货类,0.034720107,7.931851138,.
53EB9CD8D19F66378DC1F7D206E604BD,日用百货类,-0.042049073,4.622470122,.
2C61225920CE7DA4A328EE24902EC9C7,日用百货类,0.333094888,8.046162082,.
F1EABF4C9BF99D9E5D8F3C6436A099DE,日用百货类,0.084343178,1.535735763,.
FF746A2C7ACE37538C2CC02670FD87D7,日用百货类,0.447387863,.,.
D05BCC6A654A7DE64E20713016106872,日用百货类,0.476613052,.,.
024D7E9480B8B01E60BCBC0C879E60E0,日用百货类,0.845620281,.,.
916BEEA2C81B1DB8ECF9508770BC2165,日用百货类,1.965156733,.,.
990E3913EDE5B72782A49B75EB2FF3E5,日用百货类,29.60157923,.,.
62F4CE151111B766DEED2BA33FFB627E,日用百货类,3.661990893,.,.
D26EEE788C40CEB1D5C9E6BD377C923C,日用百货类,7.282267395,.,.
A7F4589F8A68010116EE1ADDC80F590F,日用百货类,14.04669114,.,.
A91D2B9D668E57E4CAF11D284DE3C05C,日用百货类,9.207561053,.,.
5AFB8C0E3293BEF07B0AB0EF3E764037,日用百货类,14.9449307,.,.
41A6EFC12C9B3AD6E7F0259C610E1F4B,日用百货类,.,.,.
BDED1376BF5E003F44196C300EB0C6FD,日用百货类,.,.,.
7759750AF3FE9094FD9874E26F612511,日用百货类,.,.,.
AB6911848BF8E20339C9865DCFEEA4EE,日用百货类,.,.,.
2358D104C8DC6F81CB3080BF43AC8EAC,日用百货类,.,.,.
790B170FC66403F26A2E565B4A10322C,日用百货类,.,.,.
0D990284FB2E6B073C5C8DE8A0D844CF,日用百货类,.,.,.
308476003DD7120BE794B543825ADEBD,日用百货类,.,.,.
F02F29E1A696960EE93A9878013998F4,日用百货类,.,.,.
B92848510AB551DE62435B56DB615AE7,日用百货类,.,.,.
E1EDE4D7E4A00E078E3A19A6A9A04B75,日用百货类,.,.,.
EAFF3E9E32C4D88E9C936A8B6BAEDE6F,日用百货类,.,.,.
E957794A9C2655D0D4838F2C4084B08F,日用百货类,.,.,.
86C2051A11A5073F9E2C758BBBF6A78A,日用百货类,.,.,.
AECE6D6520D07378A3AC54C91003BC54,日用百货类,0.330316727,0.200611606,0.078619227
9BF70425628597D87D5B1F3524999EE6,日用百货类,-0.28911755,-0.5606629,-0.318308002
56093DA6A64CA0D59D73298472C331AE,日用百货类,0.06338903,0.053147333,0.604513837
1C022F4799556A182BE0C3EB52AFC3F5,日用百货类,-0.048523813,-0.267763114,0.519630774
08D9166A4E33D638FCDCF1452BD35BC4,日用百货类,.,.,.
3BF371CF2EC714AA1157A7905D79DE78,日用百货类,.,.,.
361452DB00741F76D1FCA3EEFF45BCA9,日用百货类,.,.,.
7057DDCFC829B77FFB7660836D36AF8D,日用百货类,.,.,.
1846A7D2EA41670D237336F7194150BA,日用百货类,0.240693495,0.26694792,2.212730598
184024DF896361E4B667523D923D6505,日用百货类,0.741308366,.,.
AF8DF0232640EA798EC65867BAD22FE9,大型家电专卖类,0.192305847,0.057022166,0.240089432
404AA45E400A36312E11F8F66C82350D,大型家电专卖类,-0.233800224,-0.009628917,-0.104949297
E5EED9AD1259E979DBB84D0DF8C9C9B0,大型家电专卖类,4.342035525,-0.35239154,-0.650080803
4F43F04EBA1875FA7BD7A7DFD43E6FED,大型家电专卖类,.,.,.
0656D100E5D30783F3398815D766344B,日用百货类,.,.,.
E8998ADED23CF478DA168991859D7F5D,餐饮类,0.110058341,0.106339265,0.23274976
E5BCFA2007D033BF943174728A9F530D,餐饮类,0.250749617,1.716431356,3.430022142
E5BCFA2007D033BF943174728A9F530D,餐饮类,.,-1,.
658DF3FAF1F88594206D3A4CE473AA52,餐饮类,-0.303126208,-0.108994022,0.06566436
83A29EF4082283B78356589E479E54D3,餐饮类,-0.07670215,0.165899623,0.30510478
CF3BFF777B644BF7B212881FF051DAE8,餐饮类,0.411692786,-0.92489284,0.2230556
3D45A928681C927600C302832C3FD42B,餐饮类,-0.06798018,-0.062628763,0.382514611
FDE2866B2AE1BEBAF7539539B07C069F,餐饮类,0.157857581,0.056076417,0.055898021
E870AB913DF86725D11A8E9CA36E30F9,餐饮类,0.304968524,1.370306079,5.840877362
0BB2B5A71D526D9BC8895280E7BF47B8,餐饮类,1.463733295,0.077712458,0.097720449
9799541B7853CCEA185238FC4B07C47A,餐饮类,-0.106806533,-0.03178337,-0.074823887
5FC86F7C79BADCC057B04E3B3BE80F10,餐饮类,0.924863249,-0.133788544,2.479412381
95AFAF22DA3E2999C870A4D443969BD3,餐饮类,-0.262697145,0.013724591,0.245962069
5CDAE56CA2E368E4AB2214351248C18C,餐饮类,-0.105243326,0.07392276,0.451942169
E392EFF0009F1845689B4415F34E9A73,餐饮类,0.067315327,0.225925595,-0.628127189
25EB31EF7B5C25F07778E0119D771719,餐饮类,0.059455342,-0.404994358,-0.043266046
FA8A334D7CA87F50E1E8C471401FB4C2,餐饮类,0.067969426,0.174312837,0.296364744
8A569971361C98C25AC3536FCD60ECA6,餐饮类,-0.153223551,-0.174279608,0.13586294
92C6090CFBBCB5A393B6785EF2EDC9B0,餐饮类,-0.079192027,0.098103979,0.551718375
8411604FAA8D5936B445AEEBEF092E11,餐饮类,0.02826532,0.163037489,0.222816834
43093C05B253E48A4B9CC32B8A148329,餐饮类,-0.135873706,0.054543303,0.042848783
43093C05B253E48A4B9CC32B8A148329,餐饮类,.,-1,.
2CECCC9BC0625B040B410B2B67F004CD,餐饮类,-0.079930571,0.077283287,0.219720224
2CCF1A6696AC099B49E0226278EFDB3E,餐饮类,0.110375893,-0.070382433,0.340828921
1D01A16704A2C4B31EDA95E98654802E,餐饮类,-0.283208748,-0.497151308,0.144173184
A9AE472ABD39FCBAE1FF5D6694868E24,餐饮类,-0.090934079,-0.052898398,0.041881677
37F7F93A137814C72EA23AC0887D18A8,餐饮类,-0.015904026,0.039321874,0.388449854
224FB4D993A4B60D278A3CF14AE175E8,餐饮类,0.082241123,-0.518430617,17.03587107
6B1E7B0D9D28D10141FBB4173A0B05EA,餐饮类,0.253240476,-0.278291092,0.231724898
03A5C4D8F95255A942A15B0D2F46BA37,餐饮类,-0.419231158,-0.063294645,0.073888475
452ED066A15FB216CD2E198D264F0CF6,餐饮类,0.675356318,0.706338984,0.327458573
EA21C66A7AD960E359B39DFE80A07E75,餐饮类,0.078090413,1.542164595,6.599803481
1953CC104AC06FFE05B21B2625246AC2,餐饮类,-0.041725346,0.414572828,0.336585283
21E7CA1838D45685EEF80B6AA59A821B,餐饮类,-0.10594067,-0.241549608,-0.394493619
617F8B806D9EDD938006A47370ED8939,餐饮类,-0.084265021,0.100728633,-0.00328082
1B9CFEFA21B9169FED06D0D7F17EF1C9,餐饮类,0.226055485,0.203822964,0.333265582
828B3247FCEC137EAA72D93E107520AC,餐饮类,-0.61272917,-0.095719899,-0.085079627
E8C16B80911753F21CDA6CC62418D39F,餐饮类,0.133880675,0.289571695,0.924777514
6F4655771ECDFBFFC973414B942BF1D4,餐饮类,-0.363436672,-0.5851274,-0.017763577
6F4655771ECDFBFFC973414B942BF1D4,餐饮类,.,-1,.
7E809975D75157DC8B43608B127B3149,餐饮类,-0.026618616,0.011697414,0.154504771
BCDF9F4CE47CD4D468271B5664ADCF58,餐饮类,-0.162645256,-0.116948248,0.014005662
5C5566F3ED1BCCE16C122BA8D19F13CE,餐饮类,0.058229303,-0.04107267,-0.024059513
B32C8655D0AA81160DC6400802BBD0BB,餐饮类,0.044855162,0.289990772,-0.431988624
DC698E9CF5FFEB89900256B23C032ACE,餐饮类,0.135990618,0.236793076,0.460538772
4AAB41AA6684B21C2D0D387DD2D98D5D,餐饮类,-0.065148218,0.305096943,0.120155082
1EA437004C2F055303AFBB67FA6ACD2C,餐饮类,-0.202546441,0.064370351,-0.182547694
1311DE8CAF862434B876FED3E82F0FEF,餐饮类,0.133062313,0.2904673,-0.088254167
65774376F242BF5CABE61C9EBA33B602,餐饮类,0.435268332,0.137855245,0.832084928
9DE8D7FDED51C066144D92DC9C96F719,餐饮类,0.087302246,0.225244469,0.250896034
1B9CA8BB4E5528BE8869172B5B590BA9,餐饮类,-0.441442715,0.171366203,-0.090307256
3CB3CF022BBABB20B2E58A1E19200765,餐饮类,-0.043210711,0.760733227,0.721937168
9ACA9C61ABA29DA0E2863CE0EB646B6C,餐饮类,0.362109016,0.411144203,0.672410759
561455AA563AE9A429E437CD39A86839,餐饮类,-0.379326586,-0.195147826,0.506360493
2DA0848EEDF1E63B03668862EB454B2F,餐饮类,-0.175103039,0.061862419,0.092902676
D80A21A0B11CFC83921422B9DF3505F6,餐饮类,0.277252705,0.137673782,0.110987147
24AE9DF8CB85D02093F07D96AB3C7FC0,餐饮类,0.176690631,-0.117661028,0.326616564
BF767B21E167ED80E8E8AC39FA7BB70C,餐饮类,-0.186324583,0.038697415,0.070544484
2D4A4DBFCC57F92FB580F5C4C778D400,餐饮类,-0.033237766,0.066740074,0.460743005
EA28D655A45BE0550AEB493BD307EED8,餐饮类,-0.038088791,-0.034225923,0.217850403
9AEEBF0C48E4A510C3FA68E7EDE4FEA4,餐饮类,0.025512005,0.205593395,0.513465731
CCDD9E174A599D1E37088452E370A778,餐饮类,0.228800372,0.570319509,0.025111283
4F34720E4A8BE7D7A1FB3ED2584D3620,餐饮类,-0.193548403,-0.136152069,0.366783582
97E4B292E4DF9D4FD1B285654C8D4830,餐饮类,-0.375507674,0.017037177,0.795937142
97E4B292E4DF9D4FD1B285654C8D4830,餐饮类,.,-1,.
67FDFADA955CA3AE5DD44A7BA2966193,餐饮类,-0.100599799,-0.060900267,-0.13040218
8E83BD961A5C6F4CCA48A8B1B2C1EB68,餐饮类,-0.119328403,0.071665124,0.652365343
4620944FA41DBFCD4DBE906A7B56045E,餐饮类,-0.078633626,-0.20442107,-0.044130875
4620944FA41DBFCD4DBE906A7B56045E,餐饮类,.,-1,.
EA71465E899F684E3604E731A5C0DA80,餐饮类,-0.103915141,-0.142545411,0.14280936
55BBBECE24881B0D0C6EF9DD8386C588,餐饮类,-0.200686344,0.023639741,0.400688788
922289A1CAE5DB10D415B605D3AD8345,餐饮类,0.435946932,0.608564866,-0.348675233
70CF0585AEE7A372376FCF236AA818AC,餐饮类,0.173734015,0.152443111,0.518689009
26C0F026C9F70C0B6FC047158FB7A730,餐饮类,0.11351498,0.171273441,1.001077359
8C7A727E4DE5C59660E14AFC0B1328EA,餐饮类,0.771898639,-0.590237202,-0.172266305
10124AD3C425EE9110EF8D801077EB6E,餐饮类,-0.017779434,0.193464169,-0.068246934
90000032FC43878C03E9EAA7B8145137,餐饮类,0.092635405,-0.051968873,0.405322718
76EAED15BC62D1363E613FE86AA68A16,餐饮类,-0.163053787,-0.608671562,-0.166554813
76EAED15BC62D1363E613FE86AA68A16,餐饮类,.,-1,.
D10600C166012124794292B20D823A3E,餐饮类,-0.195432804,1.509085825,0.173916204
CE5FCC3568DBF9C050BBCCA3CD020BD1,餐饮类,-0.07491655,-0.170138284,0.092547329
55987F4AACBA4056519BD0D3775CBE5F,餐饮类,-0.535328804,0.200146516,0.229794123
68A2092D766400609AF3BA90F0F5E70E,餐饮类,0.143003623,-0.003676597,0.178175987
BE6D4F098C292E364449A1291D314A4F,餐饮类,-0.02511221,-0.450532215,.
9D98655124C21BE86702D0812CE7AD5F,餐饮类,-0.94634891,-0.476699267,0.062226508
7C7E42CD032EFE1FA9E57C28FD3D8DBC,餐饮类,-0.136233823,1.695321012,-0.553590258
DFE64DCBACCBC3AFF5DAE3C5B6057700,餐饮类,-0.456918643,2.224103072,31.43140499
9F1B994C01969870EEE7D6D593C80E9E,餐饮类,0.136521179,0.405446934,0.796792913
C0EB7AEE160A58F6BBDFA1F240F524CD,餐饮类,-0.60335881,-0.420241596,0.150376184
0997B1388017DE5EE825D6F8CC4954C6,餐饮类,0.085511989,0.047408129,0.165860741
AF30F58181AC6C9AC883F10A9F2EBDD9,餐饮类,0.068753603,0.087517673,.
60F7E94789DAF633718E1F9262BC961C,餐饮类,0.00352989,0.686206178,1.148563846
909612E03791AC8338F39E705BDC9B68,餐饮类,0.897872741,-0.481445738,0.197445886
2CC1D50ADB094E8B6521B8A2436B0CAC,餐饮类,2.075619672,-0.11901841,0.071432104
848BC0F814528D812E49A220B80AEF4F,餐饮类,0.28765625,0.196910612,0.208391572
836A1B3CDF8F5D36E3B4F40F7A3FF5D5,餐饮类,-0.362841543,0.316417328,1.140066078
FC7658837EB219668DC5FBF0B25550FB,餐饮类,2.213071595,18.75499746,2.921217547
9AB10DDB60070927AC408561190A3EA4,餐饮类,0.567589248,0.012153803,0.387242315
8A975A0EF3F9091BB7CEF0D7282F0CFD,餐饮类,9.560616467,-0.924828734,0.072398443
0633DBA24FA58D8F724728575BF298CF,餐饮类,-0.16063126,2.376264002,11.26878807
8F3CA299052CDA36DC50FAEF0C538740,餐饮类,0.158919567,0.490063881,0.343847736
C765AD8A28D0ADB902C42DC4A1080D01,餐饮类,0.560248421,1.067722527,10.52784298
5DC05AA5B3A848A14DD40AF355648487,餐饮类,0.314749184,0.079782613,0.007803323
D4A95CE1F39E550BB8F402BFEA3AF085,餐饮类,-0.074924792,1.296964898,115.7801704
EE1C94866F2B888EE3E193C6E44CB132,餐饮类,-0.314852833,0.229632951,0.11214737
9673A74DB3BD4555388F2A982AD621A9,餐饮类,-0.174962064,-0.426930106,0.619863463
509AD26265044B2A978BE2986BD87DF2,餐饮类,-0.399763366,0.07548098,-0.191841311
1DDD652046D2B05EE6FF4D98E715C127,餐饮类,0.128484938,-0.094187028,0.236326639
28627437A80909F5175041FBB945E1B4,餐饮类,-0.4481437,-0.055471594,-0.279825876
EE4BEF7AC4A26BA0D0FB32BBE3A15579,餐饮类,-0.124193695,0.097785121,0.051892175
477F044405389869B5A98AB25D8D09AA,餐饮类,0.00414583,-0.01420753,0.197018114
024333CB37026AC19828CF1309D6BE29,餐饮类,-0.220394246,0.190716627,0.0719588
D1DD566C6CE5E40804C3686396E5F2B5,餐饮类,0.052762924,-0.256265156,0.209161931
3D2CBC728BBDDCACBE155633088A8A61,餐饮类,0.571695536,0.286811823,-0.095068072
DECF667D2658B8F809D2FD3F7BA00E61,餐饮类,0.16180547,-0.33297947,0.643341351
AB4C32114F8EF40CB04BD15D0948EF5B,餐饮类,-0.193499321,-0.165169998,0.166968777
FD0C9267BFEAEBF03C9D2E891807FAC4,餐饮类,-0.197224692,-0.009392561,0.165369673
E66D73DB16990F67C4B37EBB8C45069C,餐饮类,-0.209191268,0.052965229,0.270908312
4D9D3B2B7BA9F008FC7985DD4F382A7D,餐饮类,-0.138579002,0.066547582,0.117849414
7C92674869B8B8F932761200CA32E9F9,餐饮类,-0.171824816,0.115460874,0.110937933
7C92674869B8B8F932761200CA32E9F9,餐饮类,-1,-0.753356503,.
614AFE741B4EF6ACCEDB548FD568F54C,餐饮类,0.11850768,0.218577568,0.514108343
D88BB2B9B6D6B106FC53F1607F3DB5A9,餐饮类,-0.102419042,-0.112903739,0.742760077
71CEF007A2588AA2F242C66614D0D2D6,餐饮类,0.274254588,0.090162356,0.422781388
C8208BC75EEEC69E38856E051556F675,餐饮类,0.053666939,0.68531489,1.3253926
BAA7D9D0A18EF4F67BCF45C293AFF0F1,餐饮类,0.226167684,-0.298908042,0.470066282
7B7FC1E1975BF966B6377D5910F0C297,餐饮类,0.175938779,-0.052351934,0.32680959
AC304DC9941207E417C4354E14A1EB52,餐饮类,-0.062813795,0.018386005,1.68884909
8A6B9FC13B134FA37EE1A172D58D7A4F,餐饮类,0.001049455,0.163385171,0.074258035
8A6B9FC13B134FA37EE1A172D58D7A4F,餐饮类,.,-1,.
EE778384BF37C56B5D41E80E39A95CA9,餐饮类,-0.077237967,-0.148022566,0.298171575
694B6F9B27D6DAB12B0E87BA1FC37C70,餐饮类,0.60784903,0.459167493,0.360399971
6EC916D60B4C5992491DC56A2D4F8F16,餐饮类,-0.10006815,0.635498889,-0.285241528
B36E62FA3072C37EFE79C18A754F7609,餐饮类,-0.304871309,0.349296948,0.239337169
C84AC7776E4E197031AC59EA8164F2D4,餐饮类,-0.029263329,-0.263632817,2.827657992
904092735546CE22353C88A6173EAE81,餐饮类,0.027684856,-0.251246591,1.096146878
EBBD9C7524857D55B9F9153506FEBA67,餐饮类,0.139692043,-0.240479266,1.035758501
2EFDAA4A3741232B0A481A2BC9798CBF,餐饮类,-0.221582872,0.460267048,351.7677284
0BC39C81281AC96EF190D264DD954CE9,餐饮类,-0.153650901,-0.113204569,1.047681067
0BC39C81281AC96EF190D264DD954CE9,餐饮类,.,-1,.
262B1A9A971A3C63A1195E0978DFF064,餐饮类,2.668098943,-0.165120059,-0.073752433
523F5A6C540EAC1E4C2C8954A7FA4E28,餐饮类,0.227776093,-0.236751131,1.281051941
5BF3EE1ECC032FEB8C548E05607FA3FF,餐饮类,1.500309307,-0.795138363,1.404268714
0C4396E4E6670F289965E1198EB5E3E1,餐饮类,3.424598394,35.83824844,.
478CE491E1ECA68FF224DEFE642B53AE,餐饮类,-0.199314607,6.675999609,12.14804917
1EACD91FA13A0008470ED7E6F1321155,餐饮类,13.38460696,-0.790130646,-0.100796505
42609B512248628FA04FFA7CBB504DD5,餐饮类,-0.204186601,-0.442994403,3.759935467
0EA07253090DC5C717AF0171F18B74A1,餐饮类,0.378131158,-0.330290132,3.427109682
B942D35C9CF4B375795A6DC8528C961B,餐饮类,-0.187872116,-0.111097321,33.69009744
5665691364E6678C9158B27AD02BBB2E,餐饮类,0.215885442,-0.499757922,12.1375498
2B3FB2D0EE064CE7555AFCCD63164E34,餐饮类,0.30818591,0.044694698,14.03178508
2B3FB2D0EE064CE7555AFCCD63164E34,餐饮类,.,-1,.
14118EA6958C84149B6DAA9E8B2B0BBC,餐饮类,.,.,.
A6F17E76C5C2919D8CFE1B7B0A08EE78,餐饮类,-0.234236149,0.075284488,.
948DC9CFA00F46FA319FA1D712993BDB,餐饮类,-0.076809745,-0.115907307,.
BC52F29F7DD631C779C6E4A2F5E50140,餐饮类,0.252013191,3.812034206,.
61F0C952F6295472BC0778B0E7EFDE7F,餐饮类,-0.201004583,0.483618017,.
A35E9C58039DC938381E74E1769D9856,餐饮类,-0.241470817,0.480008157,.
2306894B9D6FB32FB9218E6FC208FCCB,餐饮类,0.172877124,0.434963923,.
E60A23183CF66AFCB60910750E814DCA,餐饮类,-0.020078121,0.354223026,.
8E6D0E7FE6557A0AD3FFBBD20527B4FE,餐饮类,0.439040609,1.201818349,.
52D5CE81715E025E325284919233CDD1,餐饮类,-0.863088581,-0.346237306,.
BB0A0691B7B9E2D0EFCD3184B9FD5756,餐饮类,0.164514313,1.064939861,.
45A437D928A1ED5CAA63038B0207108A,餐饮类,0.504843831,-0.06436055,.
1A89B56002FB7EA6D32A3F2A08853C18,餐饮类,0.171946308,0.55488499,.
